Car_Age,Car_Brand,Car_Model,KM Driven,Fuel Type,Transmission Type,Ownership,Price(in Lakhs)
2,Tata,TIGOR,53240,Petrol,Auto,1st owner,487000
6,Mahindra,Scorpio,35020,Diesel,Manual,1st owner,1060000
10,Volkswagen,Vento,55630,Petrol,Manual,2nd owner,366000
4,Renault,Kwid,38100,Petrol,Manual,1st owner,298000
3,Hyundai,VENUE,26560,Petrol,Manual,1st owner,880000
4,Tata,Safari,58290,Diesel,Manual,1st owner,1173000
4,Ford,Ecosport,39850,Diesel,Manual,1st owner,671000
12,Hyundai,Eon,36920,Petrol,Manual,2nd owner,114999
2,Mahindra,XUV700,17270,Petrol,Auto,1st owner,1395000
3,Maruti,New Wagon-R,33370,Petrol,Manual,1st owner,446000
3,Renault,Kiger,48040,Petrol,Manual,2nd owner,483000
11,Hyundai,i20,62860,Petrol,Manual,2nd owner,292000
8,Maruti,Dzire,47970,Petrol,Manual,2nd owner,373000
2,Tata,NEXON,11410,Petrol,Manual,1st owner,725000
2,Maruti,Grand Vitara,16230,Petrol,Manual,1st owner,1175000
8,Maruti,Celerio,85780,Petrol,Manual,1st owner,280000
2,Nissan,MAGNITE,29340,Petrol,Manual,1st owner,558000
12,Toyota,Etios,44270,Petrol,Manual,1st owner,229000
5,Skoda,Rapid,56750,Petrol,Manual,2nd owner,592000
2,Tata,NEXON,28970,Diesel,Auto,1st owner,918000
8,Hyundai,Grand i10,31030,Petrol,Manual,1st owner,319000
6,Honda,City,37600,Petrol,Manual,1st owner,631000
11,Hyundai,Xcent,140000,Petrol,Manual,2nd owner,223000
1,KIA,SONET,7760,Petrol,Manual,1st owner,759000
1,KIA,SONET,23220,Petrol,Manual,1st owner,795000
2,KIA,CARENS,58170,Diesel,Manual,1st owner,959000
4,Mahindra,XUV500,19610,Diesel,Manual,1st owner,1019999
2,Renault,Kiger,33670,Petrol,Auto,1st owner,642000
2,Tata,Safari,37900,Diesel,Manual,1st owner,1672000
12,Hyundai,Verna,82590,Petrol,Manual,1st owner,245000
6,Maruti,S PRESSO,43330,Petrol,Manual,1st owner,289000
3,MG,ASTOR,50800,Petrol,Manual,1st owner,859000
7,Hyundai,Elite i20,17260,Petrol,Manual,1st owner,432000
9,Hyundai,Creta,59350,Petrol,Manual,1st owner,429000
5,Renault,Kwid,49940,Petrol,Manual,1st owner,314000
6,Hyundai,Grand i10,94550,CNG,Manual,2nd owner,388000
6,MG,HECTOR,65170,Petrol,Auto,1st owner,1019999
3,Tata,PUNCH,15940,Petrol,Auto,1st owner,671000
3,Hyundai,GRAND I10 NIOS,54110,Diesel,Auto,2nd owner,578000
9,Maruti,Celerio,93520,Petrol,Manual,1st owner,268000
8,Hyundai,Eon,14700,Petrol,Manual,1st owner,233000
4,Renault,Kiger,14720,Petrol,Auto,2nd owner,552000
2,KIA,CARENS,48550,Diesel,Manual,1st owner,1170000
10,Hyundai,Elite i20,45970,Petrol,Manual,1st owner,389000
3,Skoda,KUSHAQ,38310,Petrol,Manual,1st owner,827999
3,KIA,SELTOS,17360,Petrol,Manual,1st owner,1009000
7,Renault,Kwid,37450,Petrol,Manual,1st owner,256999
4,Honda,Amaze,54960,Diesel,Manual,1st owner,562000
3,Renault,TRIBER,34450,Petrol,Manual,1st owner,527000
2,Volkswagen,TAIGUN,15450,Petrol,Manual,1st owner,998000
6,Maruti,Ertiga,65930,Petrol,Auto,2nd owner,763000
3,Hyundai,GRAND I10 NIOS,73640,CNG,Manual,1st owner,573000
4,Mahindra,Bolero,78490,Diesel,Manual,1st owner,730000
5,Honda,Amaze,39280,Petrol,Auto,1st owner,583000
11,Volkswagen,Polo,77580,Petrol,Manual,1st owner,272000
5,Maruti,Vitara Brezza,17320,Petrol,Manual,1st owner,674000
1,Tata,NEXON,19100,Petrol,Manual,1st owner,960000
1,Tata,ALTROZ,29430,Petrol,Manual,1st owner,836000
7,Maruti,Dzire,49380,Petrol,Manual,1st owner,499000
2,Skoda,SLAVIA,29320,Petrol,Auto,1st owner,1044000
8,Maruti,Baleno,79620,Petrol,Manual,1st owner,355000
7,Honda,WR-V,55900,Petrol,Manual,1st owner,421000
9,Maruti,Alto 800,27200,Petrol,Manual,2nd owner,214000
5,Hyundai,VENUE,38590,Petrol,Manual,1st owner,576000
5,Tata,Harrier,83920,Diesel,Manual,1st owner,863000
2,Maruti,IGNIS,31590,Petrol,Manual,1st owner,421000
5,Tata,NEXON,90430,CNG,Manual,1st owner,570000
4,Jeep,Compass,37350,Diesel,Manual,1st owner,1380000
2,Hyundai,Creta,36420,Petrol,Manual,1st owner,1160000
10,Toyota,Corolla Altis,60410,Petrol,Auto,1st owner,620000
2,KIA,SONET,15630,Diesel,Manual,1st owner,1017000
1,Mahindra,BOLERO NEO,12130,Diesel,Manual,1st owner,902999
2,Mahindra,XUV300,36410,Petrol,Manual,1st owner,778000
3,Maruti,IGNIS,32290,Petrol,Manual,1st owner,487000
8,Honda,City,71580,Petrol,Manual,2nd owner,441000
10,Hyundai,Elite i20,34590,Petrol,Manual,1st owner,379000
9,Hyundai,Creta,36570,Petrol,Manual,1st owner,660000
11,Hyundai,Elite i20,41350,Petrol,Manual,2nd owner,292000
4,Maruti,S PRESSO,28920,Petrol,Manual,1st owner,333000
9,Ford,Ecosport,64360,Petrol,Manual,2nd owner,321000
6,Honda,WR-V,83280,Petrol,Manual,1st owner,528000
4,Maruti,Dzire,48220,Petrol,Auto,1st owner,528000
10,Volkswagen,Polo,82440,Petrol,Manual,1st owner,281000
3,Tata,Harrier,20390,Diesel,Auto,1st owner,1522000
7,Ford,Ecosport,55490,Petrol,Auto,1st owner,534000
5,Renault,TRIBER,30220,Petrol,Manual,1st owner,429000
6,Maruti,New Wagon-R,58680,Petrol,Manual,1st owner,383000
2,Hyundai,NEW I20,13310,Petrol,Auto,1st owner,745000
4,Nissan,MAGNITE,25160,Petrol,Manual,1st owner,480000
7,Maruti,Baleno,42610,Petrol,Manual,2nd owner,383000
4,Renault,Kwid,21090,Petrol,Manual,1st owner,337000
4,Tata,Harrier,26780,Diesel,Auto,1st owner,1230000
10,Maruti,Ciaz,79860,Petrol,Manual,1st owner,392000
6,Renault,Kwid,44990,Petrol,Manual,1st owner,324000
3,Maruti,New Wagon-R,33830,Petrol,Manual,1st owner,412000
4,KIA,SONET,37860,Petrol,Auto,1st owner,861000
4,Tata,NEXON,73190,Petrol,Manual,1st owner,640000
6,Hyundai,New Elantra,62900,Petrol,Manual,2nd owner,721000
7,Datsun,Redi Go,56400,CNG,Manual,1st owner,215000
4,Maruti,S PRESSO,39990,Petrol,Manual,1st owner,353000
5,KIA,SELTOS,33000,Petrol,Manual,2nd owner,940000
1,Tata,ALTROZ,7880,Petrol,Manual,1st owner,671000
12,Maruti,Alto 800,18720,Petrol,Manual,2nd owner,164000
7,Tata,NEXON,58440,Petrol,Manual,2nd owner,511000
5,Hyundai,GRAND I10 NIOS,34800,Petrol,Manual,1st owner,455999
5,Maruti,Baleno,75950,Petrol,Manual,1st owner,459999
4,Volkswagen,TAIGUN,62950,Petrol,Auto,1st owner,965000
10,Maruti,Swift,40780,Petrol,Manual,1st owner,297000
4,Nissan,MAGNITE,42030,Petrol,Auto,1st owner,615000
6,Hyundai,Verna,90340,Petrol,Manual,1st owner,692000
5,Ford,Ecosport,97890,Petrol,Manual,1st owner,621000
3,Maruti,Baleno,45260,Petrol,Auto,1st owner,730000
12,Hyundai,i10,27080,Petrol,Manual,1st owner,174000
2,Maruti,FRONX,2740,Petrol,Manual,1st owner,950000
7,Ford,Figo Aspire,30430,Petrol,Manual,1st owner,381000
3,Tata,Safari,55290,Diesel,Manual,1st owner,1511000
3,MG,ASTOR,34920,Petrol,Manual,1st owner,832000
4,Renault,Kwid,17620,Petrol,Manual,1st owner,358000
9,Maruti,Baleno,53870,CNG,Manual,2nd owner,388000
5,Renault,Kwid,4600,Petrol,Manual,1st owner,299000
8,Maruti,Ertiga,38390,CNG,Manual,1st owner,701000
6,Mahindra,XUV300,89440,Petrol,Manual,1st owner,612000
9,Maruti,Ciaz,87580,Petrol,Manual,1st owner,339000
5,Toyota,Innova Crysta,36280,Petrol,Auto,1st owner,1614999
3,Volkswagen,TAIGUN,65370,Petrol,Manual,2nd owner,994999
8,Honda,City,70940,Petrol,Manual,1st owner,518000
6,Honda,WR-V,26610,Petrol,Manual,1st owner,558000
12,Hyundai,i10,57360,Petrol,Manual,1st owner,151000
7,Toyota,Innova Crysta,85160,Diesel,Manual,1st owner,1200000
4,Maruti,Ciaz,47020,Petrol,Auto,1st owner,720000
9,Hyundai,Creta,55070,Petrol,Manual,1st owner,570000
4,Nissan,MAGNITE,63510,Petrol,Manual,1st owner,508000
7,Maruti,Baleno,57010,Petrol,Manual,1st owner,445000
11,Ford,Ecosport,48960,Petrol,Manual,2nd owner,317000
10,Maruti,Ciaz,65810,Petrol,Manual,1st owner,437000
5,Hyundai,VENUE,57130,Petrol,Manual,2nd owner,595000
10,Hyundai,Elite i20,90650,Petrol,Manual,1st owner,344000
3,KIA,SONET,38640,Petrol,Manual,1st owner,760000
10,Hyundai,Grand i10,63340,Petrol,Manual,1st owner,254999
3,Renault,Kiger,27290,Petrol,Auto,1st owner,713000
12,Maruti,Wagon R 1.0,81410,CNG,Manual,1st owner,173000
1,KIA,SONET,6980,Petrol,Auto,1st owner,1167000
5,Honda,WR-V,36420,Petrol,Manual,1st owner,670000
2,Renault,Kwid,28250,Petrol,Manual,1st owner,438999
5,Tata,NEXON,18290,Petrol,Manual,1st owner,698000
13,Maruti,Ritz,56430,Petrol,Manual,1st owner,152000
5,Jeep,Compass,65670,Petrol,Auto,1st owner,1160000
5,Maruti,Baleno,58250,Petrol,Manual,1st owner,461000
3,Renault,Kwid,63040,Petrol,Manual,1st owner,293000
7,Ford,Ecosport,77230,Petrol,Manual,1st owner,461000
10,Maruti,Swift,53950,Petrol,Manual,1st owner,307000
5,Honda,Amaze,77740,Petrol,Manual,1st owner,469000
3,Nissan,MAGNITE,44930,Petrol,Manual,1st owner,692000
5,Tata,ALTROZ,64769,Petrol,Manual,1st owner,450000
7,Maruti,Celerio,73850,CNG,Manual,1st owner,363000
5,Renault,Kwid,67080,Petrol,Manual,1st owner,256000
9,Maruti,Wagon R 1.0,91010,Petrol,Manual,1st owner,233000
4,MG,HECTOR,15990,Petrol,Manual,1st owner,1050000
1,MG,ASTOR,17370,Petrol,Manual,1st owner,1079000
12,Honda,Amaze,36960,Petrol,Manual,1st owner,231999
4,Mahindra,Thar,60960,Petrol,Auto,2nd owner,1025000
9,Maruti,Swift,95910,Petrol,Manual,2nd owner,318000
2,Tata,NEXON,26540,Petrol,Auto,1st owner,869999
12,Hyundai,i10,94780,Petrol,Manual,1st owner,154000
7,Hyundai,Creta,70280,Petrol,Manual,2nd owner,557000
7,Mahindra,XUV500,20940,Diesel,Manual,1st owner,617000
7,Hyundai,Verna,63690,Petrol,Manual,1st owner,600000
2,Tata,NEXON,42680,Petrol,Auto,1st owner,910000
10,Honda,City,45660,Petrol,Manual,1st owner,411000
11,Hyundai,Grand i10,53370,Petrol,Manual,1st owner,320000
6,Ford,Ecosport,83970,Petrol,Manual,1st owner,579000
4,Maruti,Baleno,77860,Petrol,Manual,1st owner,478000
8,Maruti,Celerio,64220,Petrol,Manual,2nd owner,270000
4,Tata,Harrier,89580,Diesel,Manual,1st owner,1022000
7,Maruti,Alto K10,34450,Petrol,Manual,1st owner,286000
3,Maruti,Eeco,38570,CNG,Manual,1st owner,505999
9,Ford,Ecosport,84980,Petrol,Auto,1st owner,424000
7,Ford,Ecosport,94900,Petrol,Auto,2nd owner,480999
6,Honda,City,59340,Petrol,Manual,1st owner,641000
4,Hyundai,GRAND I10 NIOS,64040,CNG,Manual,1st owner,525000
5,Tata,ALTROZ,68420,CNG,Manual,1st owner,582000
6,Mahindra,XUV300,69400,Petrol,Manual,1st owner,551000
4,Tata,Harrier,50400,Diesel,Manual,1st owner,999000
2,Tata,NEXON,31900,Diesel,Auto,1st owner,852000
10,Hyundai,Grand i10,29540,Petrol,Manual,2nd owner,274000
3,Hyundai,GRAND I10 NIOS,11900,Petrol,Manual,1st owner,472000
8,Maruti,Swift,130000,Diesel,Manual,2nd owner,339000
10,Maruti,Swift Dzire,28930,Petrol,Manual,1st owner,305000
8,Hyundai,i20 Active,30250,Petrol,Manual,1st owner,453000
6,Maruti,Celerio,61810,CNG,Manual,1st owner,393000
9,Maruti,Swift,48450,Petrol,Manual,1st owner,312000
1,Maruti,New Wagon-R,29540,CNG,Manual,1st owner,587000
8,Renault,Kwid,62640,Petrol,Auto,1st owner,238000
5,Renault,TRIBER,24590,Petrol,Auto,2nd owner,434000
2,Tata,NEXON,45710,Diesel,Auto,1st owner,893000
7,Maruti,Swift,90680,Petrol,Auto,1st owner,421000
3,Hyundai,AURA,51530,Petrol,Manual,1st owner,570000
1,Tata,TIGOR,15080,CNG,Auto,1st owner,806000
6,Honda,City,65860,Petrol,Auto,1st owner,719000
6,Mahindra,XUV500,59480,Diesel,Manual,1st owner,656000
4,Renault,Kiger,54200,Petrol,Auto,1st owner,504000
6,Renault,Duster,75790,Diesel,Manual,1st owner,531000
6,Hyundai,Creta,43590,Petrol,Manual,1st owner,605000
3,Tata,NEXON,48340,Petrol,Manual,1st owner,764000
8,Datsun,Redi Go,64970,Petrol,Manual,1st owner,188000
1,Tata,ALTROZ,15960,CNG,Manual,1st owner,737000
12,Honda,Brio,28570,Petrol,Manual,1st owner,180000
7,Hyundai,Elite i20,68440,Petrol,Manual,1st owner,479000
3,Nissan,MAGNITE,24280,Petrol,Manual,2nd owner,657000
6,Maruti,Dzire,72420,Petrol,Auto,1st owner,516000
2,Tata,NEXON,11930,Petrol,Manual,1st owner,919999
9,Honda,Jazz,54910,Petrol,Auto,1st owner,373000
7,Hyundai,Xcent,95020,CNG,Manual,1st owner,345000
9,Ford,Ecosport,57200,Petrol,Auto,1st owner,461000
4,Skoda,KUSHAQ,96070,Petrol,Auto,1st owner,819999
8,Toyota,Fortuner,90910,Diesel,Auto,2nd owner,1830000
12,Hyundai,Verna,83080,Petrol,Manual,1st owner,291000
12,Maruti,Alto K10,23150,Petrol,Manual,1st owner,159000
10,Hyundai,Grand i10,93430,Petrol,Manual,1st owner,275000
6,Renault,Kwid,73520,Petrol,Manual,1st owner,236000
4,Tata,NEXON,60170,Diesel,Manual,1st owner,558000
8,Maruti,Celerio,80340,Petrol,Manual,1st owner,320000
9,Hyundai,Elite i20,59310,Petrol,Manual,2nd owner,415000
3,MG,HECTOR,38710,Petrol,Auto,1st owner,1190000
8,Honda,Jazz,39240,Petrol,Manual,1st owner,363000
10,Hyundai,Verna,18360,Petrol,Manual,1st owner,482000
6,Mahindra,XUV500,56690,Diesel,Manual,1st owner,697000
5,Maruti,Alto,74360,Petrol,Manual,1st owner,271000
10,Hyundai,Grand i10,47550,Petrol,Manual,1st owner,272000
7,Honda,Amaze,70470,Petrol,Manual,1st owner,396000
4,Tata,NEXON,87680,Petrol,Auto,1st owner,727000
9,Renault,Kwid,23130,Petrol,Manual,1st owner,236000
4,Tata,PUNCH,64830,Petrol,Manual,2nd owner,591000
5,Maruti,Swift,52240,Petrol,Manual,2nd owner,511000
5,KIA,SONET,97890,Diesel,Auto,1st owner,659000
9,Hyundai,Elite i20,71320,Petrol,Manual,2nd owner,377000
9,Hyundai,Grand i10,57790,Petrol,Manual,1st owner,285000
3,MG,ASTOR,58640,Petrol,Manual,1st owner,861999
4,Honda,Amaze,34450,Petrol,Auto,1st owner,610000
12,Maruti,Swift Dzire,89040,Petrol,Manual,1st owner,219000
4,Mahindra,XUV300,16470,Petrol,Manual,2nd owner,811000
3,Tata,Tiago,43350,CNG,Manual,1st owner,556000
3,MG,ASTOR,76320,Petrol,Auto,1st owner,1090000
5,Toyota,YARIS,40420,Petrol,Auto,1st owner,730000
7,Datsun,Redi Go,23550,Petrol,Manual,1st owner,187000
7,Maruti,Celerio,58920,Petrol,Auto,1st owner,383000
7,Renault,Captur,62460,Petrol,Manual,1st owner,491000
4,Tata,TIGOR,78690,Petrol,Auto,1st owner,495000
5,MG,HECTOR,88750,Petrol,Auto,2nd owner,999000
11,Hyundai,i10,75930,Petrol,Manual,1st owner,185000
3,Skoda,SLAVIA,62330,Petrol,Manual,1st owner,789000
8,Hyundai,Verna,45750,Petrol,Auto,2nd owner,602000
8,Ford,Figo Aspire,74830,CNG,Manual,2nd owner,299000
9,Honda,Amaze,70640,Petrol,Manual,1st owner,361000
10,Hyundai,Elite i20,40570,Petrol,Manual,1st owner,349000
9,Ford,Ecosport,72020,Petrol,Manual,2nd owner,351000
3,Nissan,MAGNITE,63120,Petrol,Manual,1st owner,529000
2,MG,ASTOR,18060,Petrol,Manual,1st owner,1070000
11,Maruti,Wagon R 1.0,46550,Petrol,Manual,2nd owner,193000
6,Renault,Duster,51010,Petrol,Manual,1st owner,494000
8,Honda,City,25780,Petrol,Manual,1st owner,607000
6,Hyundai,Creta,45350,Petrol,Auto,1st owner,869000
7,Hyundai,Elite i20,47520,Petrol,Manual,1st owner,573000
5,KIA,SONET,48290,Diesel,Manual,1st owner,814000
8,Maruti,Celerio,43320,CNG,Manual,1st owner,365000
11,Hyundai,Elite i20,73130,Petrol,Manual,1st owner,324000
1,Maruti,S PRESSO,8560,Petrol,Manual,1st owner,385000
2,KIA,SONET,25440,Diesel,Manual,1st owner,956000
9,Honda,Amaze,62050,Petrol,Manual,1st owner,289000
3,Renault,Kiger,25240,Petrol,Manual,1st owner,690000
10,Volkswagen,Polo,30690,Petrol,Manual,1st owner,315000
4,Renault,TRIBER,26470,Petrol,Manual,1st owner,465000
7,Hyundai,Grand i10,130000,Petrol,Manual,1st owner,365000
4,Tata,ALTROZ,37000,Diesel,Manual,1st owner,600000
8,Hyundai,Grand i10,55430,CNG,Manual,2nd owner,346000
11,Hyundai,i10,53370,Petrol,Manual,1st owner,197000
10,Hyundai,Grand i10,46710,Petrol,Manual,1st owner,375000
8,Tata,TIGOR,55900,Petrol,Manual,1st owner,343000
10,Maruti,Celerio,71280,Petrol,Auto,2nd owner,262000
10,Hyundai,Elite i20,24380,Petrol,Manual,1st owner,409000
3,MG,ASTOR,36700,Petrol,Manual,1st owner,1010000
6,Ford,New Figo,52280,Petrol,Manual,1st owner,438999
3,Mahindra,XUV700,29390,Petrol,Manual,1st owner,1160000
6,Hyundai,Elite i20,76360,Petrol,Manual,1st owner,520000
3,Tata,Safari,12890,Diesel,Manual,1st owner,1321000
4,Honda,Amaze,30350,Petrol,Auto,1st owner,564000
2,Skoda,KUSHAQ,28980,Petrol,Auto,1st owner,1087000
9,Maruti,Swift Dzire,53830,Petrol,Manual,1st owner,357000
13,Honda,Brio,54530,Petrol,Manual,2nd owner,151000
8,Maruti,Swift,9380,Petrol,Manual,1st owner,381000
2,Maruti,Celerio,18430,Petrol,Manual,1st owner,465000
4,Renault,Kwid,31910,Petrol,Manual,1st owner,322000
13,Maruti,Wagon R 1.0,51550,Petrol,Manual,2nd owner,179000
11,Maruti,Wagon R 1.0,36410,Petrol,Manual,1st owner,204999
5,Ford,Ecosport,81230,Petrol,Manual,1st owner,680000
9,Maruti,Swift Dzire,59320,Petrol,Manual,2nd owner,371000
4,KIA,SELTOS,45670,Petrol,Manual,1st owner,1130000
12,Hyundai,i10,53210,Petrol,Manual,2nd owner,196000
3,Maruti,Baleno,40520,Petrol,Manual,1st owner,673000
4,Tata,Harrier,70950,Diesel,Auto,1st owner,1180000
7,Renault,Duster,87400,Petrol,Auto,1st owner,445000
10,Maruti,Ciaz,30560,Petrol,Manual,1st owner,399000
12,Toyota,Corolla Altis,94470,Petrol,Auto,2nd owner,372000
3,Honda,City,25270,Petrol,Auto,1st owner,1095000
12,Maruti,Swift Dzire,110000,Petrol,Manual,1st owner,252000
2,Hyundai,VENUE N LINE,51750,Petrol,Auto,1st owner,939000
8,Maruti,Celerio,42120,Petrol,Manual,1st owner,336000
7,Toyota,Corolla Altis,59580,Petrol,Manual,1st owner,770000
11,Hyundai,Grand i10,49140,Petrol,Manual,2nd owner,281000
10,Hyundai,i10,52980,Petrol,Manual,1st owner,231000
9,Honda,Amaze,70200,CNG,Manual,2nd owner,310000
5,Tata,NEXON,81190,Petrol,Auto,1st owner,623000
6,Ford,Ecosport,70330,Petrol,Manual,1st owner,518000
10,Maruti,Swift,60570,Petrol,Manual,1st owner,289000
2,Tata,Tiago,34770,CNG,Manual,1st owner,516000
6,Tata,NEXON,38210,Petrol,Manual,1st owner,559000
5,Honda,Amaze,43220,Petrol,Manual,1st owner,651000
12,Hyundai,Grand i10,71660,Petrol,Manual,1st owner,188000
10,Hyundai,Grand i10,34420,Petrol,Manual,2nd owner,289000
12,Maruti,Alto 800,25260,Petrol,Manual,1st owner,150000
6,Hyundai,Creta,7830,Petrol,Manual,1st owner,950000
7,Maruti,Dzire,74220,Petrol,Auto,1st owner,504000
6,Tata,NEXON,75640,Petrol,Manual,1st owner,617000
13,Hyundai,i20,29500,Petrol,Manual,1st owner,224000
13,Hyundai,i10,59010,Petrol,Manual,1st owner,134000
12,Honda,Amaze,49020,CNG,Manual,1st owner,223000
5,KIA,SELTOS,93140,Diesel,Manual,2nd owner,853999
4,Honda,WR-V,24360,Petrol,Manual,1st owner,656000
6,Maruti,New Wagon-R,27910,CNG,Manual,1st owner,425000
12,Maruti,Swift,54000,Petrol,Manual,1st owner,235000
8,Maruti,Baleno,63510,Petrol,Manual,1st owner,368000
3,KIA,CARENS,46970,Diesel,Manual,1st owner,1075000
11,Honda,City,70830,Petrol,Manual,2nd owner,321000
8,Maruti,Dzire,76800,Petrol,Auto,1st owner,420000
10,Hyundai,Xcent,75610,Petrol,Manual,1st owner,303000
6,Renault,Kwid,50690,Petrol,Manual,2nd owner,242000
3,Maruti,BREZZA,39760,Petrol,Auto,1st owner,894000
6,Maruti,Baleno,92570,Petrol,Manual,1st owner,401000
6,Honda,WR-V,33790,CNG,Manual,2nd owner,591000
9,Maruti,Baleno,69160,Petrol,Manual,1st owner,374000
3,Tata,Tiago,49320,CNG,Manual,1st owner,564000
6,Volkswagen,Vento,72750,Petrol,Auto,2nd owner,571000
12,Maruti,Wagon R 1.0,53950,CNG,Manual,1st owner,188000
3,Maruti,Alto,35770,Petrol,Manual,1st owner,350000
10,Maruti,Wagon R 1.0,17400,Petrol,Manual,1st owner,265000
3,Mahindra,XUV700,24580,Diesel,Auto,1st owner,1988000
5,Hyundai,GRAND I10 NIOS,63020,Petrol,Manual,1st owner,517000
4,Maruti,Baleno,34050,CNG,Manual,2nd owner,505000
2,KIA,SONET,14790,Diesel,Manual,1st owner,1035000
5,Tata,Harrier,52090,Diesel,Manual,1st owner,984000
7,Hyundai,Creta,53710,Petrol,Auto,2nd owner,731000
4,Maruti,Celerio,44770,Petrol,Manual,1st owner,403000
4,MG,HECTOR PLUS,79070,Petrol,Auto,1st owner,1530000
12,Hyundai,i20,65340,Petrol,Manual,2nd owner,213000
6,Maruti,Baleno,48620,Petrol,Manual,1st owner,565000
8,Hyundai,Grand i10,85510,CNG,Manual,2nd owner,314000
2,Renault,TRIBER,59480,Petrol,Manual,1st owner,499000
8,Renault,Duster,83800,Petrol,Auto,1st owner,421000
8,Honda,BR-V,51420,Petrol,Manual,2nd owner,495000
3,Maruti,XL6,22210,Petrol,Auto,1st owner,1061000
8,Honda,WR-V,88700,Petrol,Manual,2nd owner,392000
2,Honda,Amaze,4900,Petrol,Manual,1st owner,716000
5,Hyundai,Elite i20,51210,Petrol,Manual,1st owner,597000
11,Hyundai,Grand i10,47700,Petrol,Manual,1st owner,279000
2,Mahindra,XUV300,60940,Diesel,Manual,1st owner,889000
7,Honda,Amaze,99880,CNG,Manual,1st owner,420000
5,Renault,TRIBER,13210,Petrol,Manual,1st owner,433000
12,Hyundai,Grand i10,34130,Petrol,Manual,1st owner,278000
5,Toyota,Glanza,57420,Petrol,Manual,1st owner,591000
6,Maruti,New Wagon-R,63640,Petrol,Manual,1st owner,385000
13,Hyundai,i10,50290,CNG,Manual,1st owner,149000
3,Tata,Tiago,58560,CNG,Manual,1st owner,458000
9,Maruti,Swift,48180,Petrol,Manual,1st owner,347000
9,Honda,Amaze,51590,Petrol,Manual,1st owner,315000
6,Maruti,Dzire,74170,Petrol,Auto,1st owner,525000
7,Hyundai,Elite i20,79860,Petrol,Manual,1st owner,391000
4,MG,HECTOR,96290,Petrol,Auto,1st owner,1075000
9,Maruti,Wagon R 1.0,53620,Petrol,Auto,1st owner,318000
12,Maruti,Swift Dzire,75900,Petrol,Manual,1st owner,289000
8,Renault,Kwid,49720,Petrol,Auto,2nd owner,238000
3,Tata,NEXON,18800,Diesel,Auto,1st owner,799000
12,Maruti,Swift,50020,Petrol,Manual,1st owner,245000
7,Maruti,Baleno,76220,Petrol,Auto,1st owner,488000
6,Maruti,Baleno,34270,Petrol,Manual,1st owner,425000
10,Hyundai,Grand i10,42850,Petrol,Manual,1st owner,308000
12,Hyundai,i10,63950,Petrol,Manual,1st owner,159000
11,Honda,City,39900,Petrol,Manual,1st owner,351000
11,Hyundai,i10,32030,Petrol,Manual,1st owner,218000
11,Maruti,Wagon R 1.0,82250,CNG,Manual,2nd owner,213000
9,Maruti,Baleno,43300,Petrol,Manual,1st owner,448000
10,Hyundai,Elite i20,39200,Petrol,Manual,2nd owner,374000
7,Maruti,Ciaz,25180,Petrol,Manual,1st owner,526000
5,Mahindra,XUV300,61190,Petrol,Manual,1st owner,561000
4,KIA,SONET,75800,Petrol,Auto,2nd owner,680000
4,Maruti,New Wagon-R,26950,Petrol,Manual,1st owner,420000
12,Maruti,Wagon R 1.0,63460,CNG,Manual,1st owner,199000
4,Renault,Kwid,32259,Petrol,Auto,2nd owner,367000
7,Maruti,Baleno,62680,Petrol,Manual,1st owner,441000
7,Renault,Kwid,53960,Petrol,Manual,1st owner,223000
4,Hyundai,NEW I20,33490,Petrol,Auto,1st owner,741000
7,Hyundai,Verna,46260,Petrol,Auto,1st owner,738000
5,Maruti,Baleno,53650,Petrol,Auto,1st owner,560000
4,MG,HECTOR,73030,Petrol,Auto,1st owner,1237000
7,Maruti,Baleno,48590,Petrol,Auto,1st owner,525000
8,Maruti,Baleno,52160,Petrol,Manual,1st owner,426000
9,Hyundai,Creta,44310,Petrol,Manual,2nd owner,527000
9,Renault,Kwid,33400,Petrol,Manual,1st owner,195000
2,Tata,Harrier,64970,Diesel,Manual,1st owner,1290000
12,Maruti,Ertiga,78490,CNG,Manual,1st owner,385000
13,Honda,Brio,30240,Petrol,Manual,2nd owner,170000
4,Tata,NEXON,75700,Diesel,Auto,1st owner,651000
9,Hyundai,Creta,61360,Petrol,Manual,1st owner,579000
1,Maruti,S PRESSO,4270,Petrol,Auto,1st owner,499000
7,Maruti,Baleno,99260,Petrol,Manual,1st owner,446000
11,Hyundai,Grand i10,68020,Petrol,Manual,1st owner,225000
13,Hyundai,i10,34900,Petrol,Manual,1st owner,148000
12,Maruti,Swift Dzire,61500,Petrol,Manual,1st owner,272000
4,MG,HECTOR,68810,Petrol,Auto,1st owner,1177000
10,Maruti,Ertiga,78450,Petrol,Manual,1st owner,466000
12,Honda,Amaze,54690,CNG,Manual,1st owner,215000
3,Maruti,Baleno,74460,Petrol,Manual,1st owner,563000
9,Maruti,Ciaz,61390,Petrol,Manual,1st owner,423000
11,Hyundai,i10,25310,Petrol,Manual,1st owner,209000
10,Hyundai,Xcent,72070,Petrol,Manual,1st owner,315000
5,Renault,TRIBER,68990,Petrol,Auto,1st owner,413000
7,Maruti,Dzire,25620,Petrol,Auto,1st owner,544000
7,Maruti,Ciaz,59160,Petrol,Manual,2nd owner,515000
3,Maruti,Celerio,50630,Petrol,Manual,1st owner,474000
