Car_Age,Car_Brand,Car_Model,KM Driven,Fuel Type,Transmission Type,Ownership,Price(in Lakhs)
2,Mahindra,XUV300,57670,Diesel,Manual,1st owner,1090000
7,Maruti,Alto K10,80420,Petrol,Auto,1st owner,375000
1,Maruti,Swift,11510,Petrol,Auto,1st owner,775000
3,Maruti,XL6,45110,Petrol,Manual,1st owner,994999
7,Maruti,Baleno,31600,Petrol,Manual,1st owner,484999
15,Tata,Indigo ECS,100000,Petrol,Manual,1st owner,75000
13,Hyundai,Santro Xing,68900,Petrol,Manual,1st owner,192000
6,Maruti,New Wagon-R,50780,Petrol,Manual,1st owner,395000
13,Toyota,Etios Liva,75310,Petrol,Manual,2nd owner,175000
15,Hyundai,i10,90770,Petrol,Manual,4th owner,119000
8,Honda,WR-V,69230,Petrol,Manual,1st owner,450000
11,Maruti,Swift Dzire,150000,Diesel,Manual,1st owner,308000
6,Hyundai,NEW SANTRO,50180,Petrol,Manual,1st owner,300000
4,Mahindra,Thar,32479,Petrol,Auto,1st owner,1319000
9,Hyundai,Creta,95460,Diesel,Manual,1st owner,454000
10,Hyundai,Xcent,83890,Diesel,Manual,4th owner,206999
9,Toyota,Innova Crysta,150000,Diesel,Auto,2nd owner,1691000
6,Mahindra,XUV300,60430,Petrol,Manual,1st owner,475000
5,Maruti,Swift,48240,Petrol,Manual,1st owner,585000
11,Hyundai,Eon,150000,Petrol,Manual,3rd owner,115999
9,Hyundai,i20 Active,54480,Petrol,Manual,1st owner,338000
13,Hyundai,i10,71120,Petrol,Manual,2nd owner,173000
10,Hyundai,Elite i20,110000,Diesel,Manual,3rd owner,291000
11,Maruti,Ritz,84390,Diesel,Manual,1st owner,256000
3,Maruti,Vitara Brezza,25410,Petrol,Manual,1st owner,868000
13,Toyota,Etios,12350,Diesel,Manual,2nd owner,218000
12,Volkswagen,Vento,79050,Petrol,Manual,2nd owner,202000
9,Nissan,Micra Active,91650,Petrol,Manual,4th owner,172000
13,Maruti,Swift,98700,Diesel,Manual,2nd owner,219000
13,Skoda,Rapid,83400,Diesel,Manual,1st owner,170000
5,Renault,Kwid,5980,Petrol,Manual,1st owner,395000
11,Maruti,Swift Dzire,95190,Diesel,Manual,1st owner,350000
15,Hyundai,Santro Xing,64959,Petrol,Manual,2nd owner,123000
13,Maruti,Swift Dzire,97680,Diesel,Manual,3rd owner,215000
8,Ford,Figo Aspire,81150,Diesel,Manual,2nd owner,223000
12,Maruti,Wagon R 1.0,100000,Petrol,Manual,1st owner,235000
13,Honda,Brio,78770,Petrol,Manual,2nd owner,250000
1,Tata,PUNCH,9370,Petrol,Manual,1st owner,625000
13,Maruti,A Star,69140,Petrol,Manual,3rd owner,165000
13,Hyundai,Santro Xing,38720,Petrol,Manual,2nd owner,150000
9,Renault,Kwid,70290,Petrol,Manual,2nd owner,169000
9,Renault,Kwid,120000,Petrol,Manual,2nd owner,149000
10,Maruti,Alto 800,35310,Petrol,Manual,3rd owner,144000
11,Audi,A6,79270,Diesel,Auto,2nd owner,580000
12,Hyundai,i20,130000,Diesel,Manual,3rd owner,246000
7,Hyundai,Verna,58360,Petrol,Manual,1st owner,619000
11,Toyota,Etios,240000,Diesel,Manual,3rd owner,263000
11,Hyundai,i20,110000,Diesel,Manual,1st owner,120000
5,MG,HECTOR,34320,Petrol,Auto,1st owner,1450000
9,Renault,Kwid,110000,Petrol,Manual,1st owner,200000
8,Maruti,Vitara Brezza,80850,Diesel,Manual,1st owner,463000
7,Maruti,Baleno,61870,Petrol,Manual,1st owner,409000
12,Volkswagen,Vento,110000,Diesel,Manual,4th owner,146000
7,Maruti,Baleno,73690,Petrol,Manual,2nd owner,430000
15,Hyundai,Santro Xing,76400,Petrol,Manual,2nd owner,134000
6,Volkswagen,Polo,99720,Petrol,Manual,1st owner,500000
10,Maruti,Swift Dzire,62900,Petrol,Manual,1st owner,300000
7,ISUZU,D-Max V Cross,80080,Diesel,Manual,2nd owner,894999
9,Tata,Tiago,51430,Petrol,Manual,2nd owner,267000
13,Maruti,Wagon R 1.0,65840,Petrol,Manual,1st owner,149000
13,Maruti,Swift,160000,Diesel,Manual,2nd owner,210000
4,Tata,Tiago,73490,Petrol,Manual,1st owner,389000
14,Hyundai,i20,140000,Petrol,Manual,2nd owner,199000
12,Maruti,Wagon R 1.0,84440,Petrol,Manual,3rd owner,140000
15,Chevrolet,Beat,67480,Petrol,Manual,1st owner,95000
8,Mahindra,KUV 100 NXT,29350,Diesel,Manual,1st owner,193000
14,Hyundai,Santro Xing,55000,Petrol,Manual,2nd owner,114999
5,Hyundai,Creta,66200,Petrol,Manual,3rd owner,750000
15,Hyundai,i10,68870,Petrol,Manual,1st owner,161000
12,Maruti,Wagon R 1.0,88530,Petrol,Manual,2nd owner,164000
6,Mahindra,XUV500,130000,Diesel,Manual,2nd owner,600000
12,Skoda,Rapid,130000,Diesel,Manual,2nd owner,120000
9,Volkswagen,Ameo,79320,Petrol,Manual,1st owner,380000
15,Maruti,Zen Estilo,62000,Petrol,Manual,3rd owner,133000
8,Renault,Kwid,65379,Petrol,Manual,2nd owner,200000
14,Audi,Q5,61500,Diesel,Auto,2nd owner,900000
13,Hyundai,Eon,84580,Petrol,Manual,1st owner,192000
13,Skoda,Rapid,74300,Diesel,Manual,3rd owner,170000
8,Tata,Zest,81100,Diesel,Manual,3rd owner,220000
11,Maruti,Swift,77930,Diesel,Manual,2nd owner,346000
12,Maruti,Wagon R 1.0,90000,Petrol,Manual,1st owner,250000
7,Ford,Ecosport,48560,Diesel,Manual,1st owner,578000
10,Maruti,Swift Dzire,170000,Diesel,Manual,1st owner,306000
15,Maruti,Zen Estilo,87610,Petrol,Manual,1st owner,150000
12,Hyundai,i20,57580,Petrol,Manual,2nd owner,250000
9,Hyundai,Elite i20,59150,Petrol,Manual,2nd owner,450000
11,Maruti,Swift Dzire,140000,Diesel,Manual,2nd owner,280000
10,Hyundai,Eon,86580,Petrol,Manual,1st owner,193000
12,Hyundai,i10,93530,Petrol,Manual,2nd owner,133000
9,Maruti,Vitara Brezza,140000,Diesel,Manual,1st owner,624000
14,Hyundai,i10,82110,Petrol,Manual,2nd owner,199000
10,Maruti,Alto 800,49210,Petrol,Manual,2nd owner,213000
11,Honda,Amaze,100000,Petrol,Manual,2nd owner,270000
6,Honda,Amaze,60940,Petrol,Manual,1st owner,521000
10,Hyundai,Elite i20,53320,Petrol,Manual,1st owner,370000
9,Honda,Amaze,23670,Diesel,Manual,1st owner,350000
8,Hyundai,Grand i10,35450,Petrol,Manual,1st owner,360000
13,Maruti,Swift,80160,Diesel,Manual,3rd owner,206000
14,Hyundai,Santro Xing,120000,Petrol,Manual,2nd owner,129000
16,Hyundai,i10,110000,Petrol,Manual,2nd owner,130000
13,Hyundai,i10,60400,Petrol,Auto,2nd owner,221000
11,Maruti,Wagon R 1.0,98280,Petrol,Manual,2nd owner,275000
3,Mahindra,Bolero,22930,Diesel,Manual,1st owner,1000000
12,Honda,City,130000,Petrol,Manual,3rd owner,245000
2,Hyundai,VENUE,23470,Petrol,Manual,1st owner,825000
14,Skoda,Fabia,99290,Petrol,Manual,2nd owner,85000
14,Maruti,Ritz,130000,Diesel,Manual,2nd owner,157000
11,Honda,Amaze,19230,Petrol,Manual,1st owner,399000
14,Volkswagen,Vento,120000,Diesel,Manual,2nd owner,180000
12,Hyundai,i20,43510,Diesel,Manual,2nd owner,295000
14,Volkswagen,Vento,94470,Petrol,Manual,1st owner,180000
5,Maruti,Alto,48130,Petrol,Manual,2nd owner,258000
11,Maruti,Swift Dzire,68320,Petrol,Manual,1st owner,350000
3,Mahindra,Thar,22950,Diesel,Manual,1st owner,1500000
13,Maruti,Swift,82500,Diesel,Manual,1st owner,285000
7,Mahindra,XUV500,79980,Diesel,Manual,3rd owner,961999
14,Hyundai,i20,74880,Petrol,Manual,1st owner,234000
6,Maruti,S PRESSO,28660,Petrol,Manual,1st owner,345000
11,Toyota,Etios,98310,Diesel,Manual,1st owner,279000
15,Maruti,Wagon R 1.0,86830,Petrol,Manual,2nd owner,180000
9,Honda,Brio,33010,Petrol,Auto,1st owner,350000
11,BMW,5 Series,110000,Diesel,Auto,2nd owner,758000
4,Mahindra,Thar,14350,Petrol,Manual,1st owner,1075000
14,Chevrolet,Beat,76500,Petrol,Manual,3rd owner,132000
9,Honda,Amaze,63400,Petrol,Manual,1st owner,373000
6,KIA,SELTOS,50830,Petrol,Manual,1st owner,800000
15,Hyundai,i20,140000,Petrol,Manual,3rd owner,165000
15,Toyota,Corolla Altis,150000,Petrol,Manual,4th owner,130000
9,Ford,Ecosport,79630,Diesel,Manual,2nd owner,318000
13,Hyundai,i10,50180,Petrol,Manual,1st owner,250000
15,Hyundai,i10,52240,Petrol,Manual,1st owner,100000
13,Nissan,Micra,130000,Diesel,Manual,2nd owner,130000
4,Hyundai,NEW I20,49610,Petrol,Manual,1st owner,660000
4,Mahindra,Scorpio,35330,Diesel,Manual,2nd owner,1150000
10,Hyundai,Xcent,74920,Petrol,Manual,4th owner,290000
10,Honda,Amaze,69580,Petrol,Manual,1st owner,300000
14,Nissan,Micra,94740,Diesel,Manual,2nd owner,110000
13,Honda,Brio,41910,Petrol,Manual,3rd owner,178000
9,Maruti,Alto 800,130000,Petrol,Manual,3rd owner,240000
13,Honda,Brio,73170,Petrol,Manual,3rd owner,174000
13,Maruti,Alto K10,27870,Petrol,Manual,1st owner,185000
11,Hyundai,Grand i10,81420,Petrol,Manual,2nd owner,200000
14,Hyundai,Eon,49190,Petrol,Manual,3rd owner,130000
11,Maruti,Ritz,150000,Diesel,Manual,2nd owner,193000
8,Maruti,Ciaz,890000,Petrol,Manual,2nd owner,420000
1,Tata,NEXON,26030,Petrol,Manual,1st owner,800000
13,Renault,Duster,95290,Diesel,Manual,3rd owner,224000
12,Volkswagen,Polo,92540,Petrol,Manual,1st owner,260000
7,Mahindra,Scorpio,31350,Diesel,Manual,1st owner,1100000
14,Hyundai,Santro Xing,110000,Petrol,Manual,1st owner,140000
13,Honda,City,110000,Petrol,Manual,1st owner,350000
15,Honda,Civic,92680,Petrol,Manual,2nd owner,280000
7,Mahindra,TUV300,25120,Diesel,Auto,1st owner,450000
11,Nissan,Terrano,90300,Diesel,Manual,2nd owner,200000
14,Maruti,A Star,64110,Petrol,Manual,3rd owner,90000
9,Maruti,Swift,87090,Diesel,Manual,3rd owner,270000
4,KIA,SONET,22680,Petrol,Manual,1st owner,721000
7,Jeep,Compass,94340,Diesel,Manual,1st owner,891000
15,Ford,Fiesta,79900,Diesel,Manual,1st owner,150000
14,Maruti,Alto K10,53570,Petrol,Manual,3rd owner,130000
10,Hyundai,i10,110000,Petrol,Manual,3rd owner,247000
9,Maruti,Vitara Brezza,110000,Diesel,Manual,1st owner,603000
7,Mahindra,XUV500,95390,Diesel,Manual,1st owner,1025000
14,Mahindra,Scorpio,180000,Diesel,Manual,3rd owner,180000
11,Honda,Amaze,36980,Petrol,Manual,1st owner,320000
3,Tata,Tiago,42500,Petrol,Manual,2nd owner,450000
11,Mahindra,Bolero,82670,Diesel,Manual,4th owner,262000
13,Hyundai,Eon,120000,Petrol,Manual,2nd owner,128000
13,Maruti,Wagon R 1.0,98080,Petrol,Manual,4th owner,111000
12,Renault,Scala,100000,Diesel,Manual,2nd owner,174000
15,Fiat,Linea,40870,Petrol,Manual,1st owner,180000
13,Maruti,Swift,78240,Petrol,Manual,3rd owner,215000
14,Volkswagen,Vento,94940,Diesel,Manual,2nd owner,231000
8,Renault,Kwid,36700,Petrol,Manual,1st owner,258000
15,BMW,3 Series,80970,Diesel,Auto,2nd owner,396000
7,Skoda,Rapid,110000,Diesel,Manual,1st owner,554000
12,Hyundai,Santro Xing,94330,Petrol,Manual,2nd owner,131000
10,Maruti,Swift,180000,Petrol,Manual,1st owner,350000
10,Hyundai,Elite i20,100000,Diesel,Manual,2nd owner,350000
13,Chevrolet,Beat,140000,Diesel,Manual,1st owner,105000
9,BMW,5 Series,120000,Diesel,Auto,3rd owner,1450000
14,Hyundai,i10,68310,Petrol,Manual,2nd owner,138000
9,Honda,City,95370,Petrol,Manual,1st owner,490000
11,Tata,Zest,78270,Petrol,Manual,1st owner,273000
4,Mahindra,Scorpio,95130,Diesel,Manual,2nd owner,1000000
5,Toyota,Glanza,85200,Petrol,Manual,2nd owner,480000
15,Maruti,Alto,140000,Petrol,Manual,1st owner,69000
10,Mahindra,XUV500,110000,Diesel,Manual,3rd owner,550000
7,Renault,Kwid,84080,Petrol,Manual,3rd owner,224000
15,Maruti,Alto,73370,Petrol,Manual,1st owner,92000
14,Hyundai,i20,92400,Petrol,Manual,1st owner,261000
10,Hyundai,Creta,200000,Diesel,Auto,1st owner,650000
1,Maruti,Swift,11500,Petrol,Auto,1st owner,780000
4,Volkswagen,Polo,4600,Petrol,Manual,1st owner,736000
15,Ford,Figo,42850,Petrol,Manual,1st owner,137000
15,Maruti,Wagon R 1.0,32930,Petrol,Manual,1st owner,165000
9,Hyundai,Grand i10,82760,Petrol,Manual,1st owner,340000
13,Maruti,Ertiga,97500,Diesel,Manual,1st owner,400000
14,Ford,Figo,110000,Diesel,Manual,1st owner,151000
15,Ford,Ikon,110000,Diesel,Manual,1st owner,120000
15,Tata,Safari,160000,Diesel,Manual,2nd owner,130000
2,Maruti,Alto K10,27800,Petrol,Manual,1st owner,400000
2,Maruti,Alto K10,36670,Petrol,Manual,1st owner,475000
10,Hyundai,Creta,150000,Diesel,Auto,2nd owner,650000
12,Maruti,Swift Dzire,60090,Petrol,Manual,1st owner,339000
15,Maruti,SX4,78690,Petrol,Manual,1st owner,180000
10,Maruti,Wagon R 1.0,42250,Petrol,Manual,2nd owner,260000
9,Hyundai,Grand i10,74690,Petrol,Manual,2nd owner,341000
12,Renault,Duster,100000,Diesel,Manual,3rd owner,252999
4,KIA,SELTOS,65330,Petrol,Auto,1st owner,1200000
4,Tata,PUNCH,19390,Petrol,Auto,1st owner,774000
11,Nissan,Terrano,100000,Diesel,Manual,3rd owner,175000
12,Ssangyong,Rexton,170000,Diesel,Auto,2nd owner,300000
1,Skoda,SLAVIA,54270,Petrol,Manual,1st owner,1250000
9,Maruti,Ciaz,55960,Petrol,Manual,1st owner,420000
10,Hyundai,i20 Active,68120,Petrol,Manual,3rd owner,380000
14,Hyundai,Eon,110000,Petrol,Manual,4th owner,77000
1,Mahindra,SCORPIO-N,18060,Diesel,Manual,1st owner,1667000
11,Honda,Mobilio,78050,Diesel,Manual,2nd owner,180000
10,Maruti,Celerio,34920,Petrol,Auto,1st owner,243000
15,Maruti,Ritz,81560,Petrol,Manual,2nd owner,95000
11,Maruti,Swift Dzire,140000,Petrol,Manual,1st owner,326000
10,Maruti,Swift Dzire,120000,Diesel,Manual,1st owner,400000
12,Maruti,Ritz,15080,Petrol,Manual,2nd owner,150000
10,Honda,City,95670,Diesel,Manual,3rd owner,335000
7,Honda,Amaze,81000,Diesel,Manual,1st owner,525000
2,Maruti,Alto K10,23690,Petrol,Manual,1st owner,457000
14,Hyundai,i10,76070,Petrol,Manual,3rd owner,130000
12,Maruti,Alto K10,35280,Petrol,Manual,2nd owner,190000
10,Tata,Safari Storme,89190,Diesel,Manual,2nd owner,395000
11,Honda,City,85670,Diesel,Manual,3rd owner,380000
5,Tata,NEXON,34210,Diesel,Auto,3rd owner,999000
8,Tata,Tiago,46060,Petrol,Manual,1st owner,365000
9,Maruti,Swift,54420,Petrol,Manual,1st owner,364000
14,Honda,City,120000,Petrol,Manual,6th owner,131000
3,Tata,NEXON,15390,Petrol,Manual,1st owner,950000
13,Hyundai,Verna,54120,Petrol,Manual,1st owner,325000
10,Ford,Ecosport,190000,Diesel,Manual,1st owner,320000
13,Hyundai,Verna,100000,Diesel,Manual,3rd owner,287000
10,Maruti,Ciaz,43540,Petrol,Manual,1st owner,450000
7,Honda,City,58940,Petrol,Manual,2nd owner,498000
5,Toyota,Glanza,50510,Petrol,Manual,1st owner,620000
6,Tata,TIGOR,59610,Petrol,Manual,1st owner,450000
13,Hyundai,Verna,110000,Diesel,Manual,2nd owner,250000
7,Honda,Amaze,200000,Diesel,Manual,1st owner,543000
14,Honda,City,50990,Petrol,Manual,1st owner,284000
7,Hyundai,Creta,84350,Diesel,Auto,1st owner,710000
5,Tata,ALTROZ,20040,Petrol,Manual,1st owner,697000
7,Hyundai,Elite i20,46420,Petrol,Manual,2nd owner,529000
3,Nissan,MAGNITE,43000,Petrol,Manual,1st owner,700000
5,Tata,ALTROZ,8960,Petrol,Manual,3rd owner,479000
12,Honda,Brio,76700,Petrol,Manual,2nd owner,248000
9,Honda,BR-V,56500,Diesel,Manual,1st owner,550000
7,Tata,NEXON,48320,Petrol,Auto,2nd owner,625000
7,Maruti,IGNIS,36280,Petrol,Manual,1st owner,500000
11,Maruti,Ertiga,97380,Diesel,Manual,4th owner,280000
15,Honda,City,110000,Petrol,Manual,1st owner,260000
8,Hyundai,Grand i10,64000,Petrol,Manual,2nd owner,360000
10,Hyundai,Grand i10,49580,Petrol,Manual,2nd owner,329000
4,Tata,TIGOR,69990,Petrol,Manual,1st owner,560000
13,Hyundai,i20,93220,Petrol,Manual,4th owner,171000
3,Mahindra,Thar,21550,Petrol,Auto,1st owner,1250000
7,Maruti,Dzire,65040,Diesel,Manual,1st owner,549000
14,Maruti,Alto,99780,Petrol,Manual,4th owner,75000
7,Hyundai,Creta,87770,Diesel,Manual,1st owner,650000
6,Tata,TIGOR,63580,Petrol,Manual,1st owner,525000
3,MG,ASTOR,12170,Petrol,Manual,1st owner,1350000
14,Maruti,Alto,76740,Petrol,Manual,4th owner,114999
7,Ford,Ecosport,59130,Diesel,Manual,1st owner,869000
7,Maruti,Baleno,90030,Petrol,Manual,1st owner,635000
10,Honda,Jazz,80840,Petrol,Manual,2nd owner,360000
8,Maruti,Baleno,130000,Diesel,Manual,1st owner,434999
9,Mahindra,Xylo,42370,Diesel,Manual,3rd owner,513999
9,Hyundai,Elite i20,99980,Petrol,Manual,1st owner,433000
2,Maruti,Baleno,39850,Petrol,Manual,1st owner,650000
6,Maruti,S PRESSO,74480,Petrol,Auto,1st owner,415000
7,Maruti,Alto K10,80500,Petrol,Auto,1st owner,365000
3,Maruti,Ertiga,52150,Petrol,Manual,1st owner,1253000
11,Tata,Manza,20170,Diesel,Manual,1st owner,300000
8,Maruti,Ciaz,71260,Petrol,Manual,3rd owner,486000
2,Renault,TRIBER,65970,Petrol,Manual,1st owner,654000
5,Tata,Tiago,41970,Petrol,Manual,1st owner,525000
7,Maruti,Ciaz,89690,Petrol,Manual,1st owner,620000
13,Mahindra,Bolero,170000,Diesel,Manual,3rd owner,264000
5,Hyundai,NEW I20,87110,Diesel,Manual,1st owner,621000
6,Hyundai,New Elantra,68830,Petrol,Auto,1st owner,1061000
10,Hyundai,Creta,86830,Diesel,Manual,2nd owner,712000
13,Landrover,Range Rover Evoque,95790,Diesel,Auto,3rd owner,1100000
4,Renault,Kiger,91740,Petrol,Manual,1st owner,550000
9,Hyundai,Grand i10,5820,Petrol,Auto,1st owner,392000
3,Tata,Safari,110000,Diesel,Manual,1st owner,1700000
2,Maruti,FRONX,6940,Petrol,Manual,1st owner,850000
4,Hyundai,AURA,100000,Petrol,Manual,1st owner,650000
3,Volkswagen,TAIGUN,69420,Petrol,Auto,1st owner,1150000
10,Honda,City,69640,Petrol,Manual,1st owner,550000
8,Hyundai,Xcent,62680,Petrol,Manual,2nd owner,325000
8,Maruti,Baleno,55870,Petrol,Manual,1st owner,525000
12,Maruti,Ertiga,87300,Diesel,Manual,3rd owner,415000
3,Mahindra,XUV300,45590,Petrol,Auto,2nd owner,743000
13,Mahindra,XUV500,71290,Diesel,Manual,3rd owner,267000
15,Honda,City,28210,Petrol,Manual,1st owner,300000
9,Honda,City,65530,Diesel,Manual,2nd owner,526000
12,Nissan,Micra,100000,Petrol,Manual,1st owner,197000
10,Hyundai,Creta,110000,Diesel,Manual,2nd owner,550000
12,Mahindra,Bolero,100000,Diesel,Manual,3rd owner,269000
6,Honda,Amaze,91660,Petrol,Manual,1st owner,585000
3,Maruti,New Wagon-R,54790,Petrol,Manual,1st owner,520000
11,Ford,Ecosport,120000,Diesel,Manual,1st owner,357000
10,Mahindra,XUV500,86150,Diesel,Manual,1st owner,520000
7,Honda,City,62420,Petrol,Manual,2nd owner,630000
12,Tata,Safari Storme,64640,Diesel,Manual,3rd owner,371000
7,Maruti,Vitara Brezza,39660,Diesel,Auto,1st owner,727000
10,Audi,A4,69530,Diesel,Auto,1st owner,900000
11,Skoda,Rapid,110000,Diesel,Manual,1st owner,240000
9,Hyundai,Elite i20,73280,Petrol,Manual,2nd owner,449000
7,Ford,Ecosport,130000,Diesel,Manual,1st owner,550000
8,Jeep,Compass,92590,Diesel,Manual,1st owner,950000
12,Ford,Ecosport,120000,Diesel,Manual,2nd owner,278000
8,Hyundai,Creta,49200,Petrol,Manual,1st owner,650000
12,Maruti,Swift Dzire,61060,Petrol,Manual,1st owner,380000
12,Mahindra,XUV500,91180,Diesel,Manual,3rd owner,265000
11,Mahindra,Scorpio,140000,Diesel,Manual,2nd owner,350000
6,Honda,WR-V,59600,Petrol,Manual,1st owner,668000
7,Renault,Duster,130000,Diesel,Auto,1st owner,550000
3,Maruti,XL6,93550,Petrol,Auto,1st owner,1110000
2,Tata,TIAGO NRG,21050,Petrol,Manual,1st owner,635000
6,Tata,Harrier,65760,Diesel,Manual,1st owner,900000
9,Maruti,Alto K10,50680,Petrol,Manual,1st owner,312000
9,Hyundai,Elite i20,120000,Petrol,Manual,1st owner,458000
2,Maruti,Baleno,31050,Petrol,Auto,1st owner,935000
12,Mahindra,Scorpio,150000,Diesel,Manual,1st owner,429000
5,Honda,Civic,9850,Petrol,Auto,3rd owner,1500000
13,Audi,Q3,130000,Diesel,Auto,2nd owner,496000
1,Tata,NEXON,13410,Diesel,Manual,1st owner,1312000
6,Mahindra,XUV500,150000,Diesel,Manual,1st owner,1000000
6,Maruti,Swift,48860,Petrol,Auto,2nd owner,513999
3,Hyundai,Verna,74560,Petrol,Manual,1st owner,1090000
4,Renault,Kwid,34920,Petrol,Manual,1st owner,440000
6,Honda,City,78210,Petrol,Auto,1st owner,730000
2,Maruti,New Wagon-R,18600,Petrol,Manual,1st owner,569000
5,Tata,NEXON,36160,Diesel,Manual,2nd owner,810000
10,Hyundai,Grand i10,60210,Petrol,Manual,2nd owner,322000
12,Mahindra,Scorpio,130000,Diesel,Auto,1st owner,400000
4,Honda,City,59460,Petrol,Manual,1st owner,950000
8,Maruti,Ciaz,63100,Petrol,Manual,2nd owner,680000
6,Mahindra,XUV500,130000,Diesel,Manual,1st owner,1100000
4,Honda,City,27100,Petrol,Manual,1st owner,950000
11,Toyota,Fortuner,220000,Diesel,Manual,1st owner,900000
6,Honda,City,60200,Petrol,Auto,1st owner,800000
8,Maruti,Vitara Brezza,82220,Diesel,Manual,1st owner,484999
3,Mahindra,XUV700,50450,Petrol,Manual,1st owner,1855999
12,Mahindra,Scorpio,229999,Diesel,Manual,1st owner,326000
9,Honda,Jazz,39740,Petrol,Manual,1st owner,415000
7,Hyundai,Eon,5710,Petrol,Manual,1st owner,321000
2,Maruti,Baleno,7050,Petrol,Auto,1st owner,999000
4,Toyota,Glanza,86350,Petrol,Auto,1st owner,719000
5,Mahindra,XUV500,82960,Diesel,Manual,1st owner,1300000
8,Honda,City,190000,Diesel,Manual,1st owner,650000
11,Toyota,Fortuner,250000,Diesel,Manual,1st owner,1161000
3,Maruti,Grand Vitara,15750,Petrol,Manual,1st owner,1450000
9,Mahindra,TUV300,69920,Diesel,Manual,1st owner,459999
7,Ford,Ecosport,39040,Petrol,Auto,2nd owner,677000
9,Hyundai,Grand i10,47740,Petrol,Manual,2nd owner,400000
13,Hyundai,Verna,100000,Diesel,Manual,2nd owner,320000
8,Skoda,Kodiaq,150000,Diesel,Auto,1st owner,1400000
7,Maruti,Vitara Brezza,59370,Diesel,Manual,1st owner,650000
8,Fiat,Avventura,60840,Diesel,Manual,2nd owner,325000
9,Hyundai,i20 Active,83100,Diesel,Manual,2nd owner,409999
8,Tata,Hexa,160000,Diesel,Manual,1st owner,700000
7,Honda,Amaze,110000,Diesel,Manual,3rd owner,515000
6,Mahindra,Scorpio,65330,Diesel,Manual,2nd owner,1100000
8,Honda,Jazz,74620,Petrol,Auto,2nd owner,451999
7,Renault,Duster,91070,Diesel,Manual,1st owner,637000
10,Hyundai,Grand i10,170000,Petrol,Manual,1st owner,315000
3,Nissan,Kicks,8330,Petrol,Manual,1st owner,900000
13,Mahindra,XUV500,68840,Diesel,Manual,1st owner,300000
13,Mahindra,XUV500,160000,Diesel,Manual,1st owner,310000
8,Ford,Endeavour,240000,Diesel,Auto,1st owner,1600000
2,Mahindra,Thar,37140,Diesel,Manual,1st owner,1350000
12,Volkswagen,Polo,84100,Petrol,Manual,2nd owner,294000
7,Ford,Ecosport,85530,Diesel,Manual,1st owner,500000
8,Ford,Ecosport,140000,Diesel,Manual,1st owner,700000
11,Hyundai,New Elantra,110000,Diesel,Manual,1st owner,359000
4,Mahindra,Thar,90140,Diesel,Auto,1st owner,1050000
13,Toyota,Fortuner,170000,Diesel,Manual,1st owner,914000
6,Hyundai,Verna,45310,Diesel,Manual,1st owner,863000
4,Mahindra,Scorpio,45570,Diesel,Manual,1st owner,1200000
12,Mahindra,XUV500,110000,Diesel,Manual,1st owner,375000
5,Mahindra,TUV300,91400,Diesel,Manual,1st owner,600000
10,Ssangyong,Rexton,81940,Diesel,Auto,2nd owner,524000
9,Ford,Figo Aspire,110000,Diesel,Manual,1st owner,295000
6,Hyundai,GRAND I10 NIOS,36350,Petrol,Manual,1st owner,520000
11,Renault,Duster,120000,Diesel,Manual,2nd owner,295000
12,Renault,Duster,160000,Diesel,Manual,1st owner,321000
4,Honda,Amaze,59260,Petrol,Manual,1st owner,540000
3,KIA,SELTOS,66660,Diesel,Auto,1st owner,1300000
11,Renault,Duster,150000,Diesel,Manual,1st owner,370000
4,Mahindra,Thar,25460,Petrol,Manual,2nd owner,1044000
4,KIA,SONET,160000,Diesel,Manual,1st owner,800000
10,Hyundai,Creta,66100,Diesel,Manual,1st owner,600000
13,Mahindra,XUV500,65010,Diesel,Manual,2nd owner,1101000
8,Maruti,Dzire,65250,Petrol,Manual,1st owner,490000
8,Maruti,Ciaz,97830,Petrol,Manual,1st owner,438999
3,Tata,Harrier,37210,Diesel,Auto,1st owner,2259000
12,Maruti,Ertiga,130000,Diesel,Manual,1st owner,450000
3,Mahindra,XUV700,35960,Diesel,Manual,1st owner,2191000
10,Jaguar,XF,77110,Diesel,Auto,2nd owner,1233000
4,Hyundai,Creta,8720,Diesel,Manual,2nd owner,1279000
2,Hyundai,Creta,67390,Petrol,Manual,1st owner,1295000
6,Hyundai,Verna,68500,Diesel,Manual,1st owner,1080000
15,Ford,Endeavour,150000,Diesel,Auto,2nd owner,407000
8,Maruti,Dzire,190000,Diesel,Manual,1st owner,550000
2,KIA,SONET,38180,Diesel,Auto,1st owner,1200000
3,Renault,Kiger,27900,Petrol,Manual,1st owner,700000
2,Hyundai,VENUE N LINE,34160,Petrol,Manual,1st owner,1079000
9,Maruti,Ciaz,110000,Diesel,Manual,2nd owner,370000
7,Maruti,Wagon R 1.0,75210,Petrol,Manual,1st owner,323000
8,Hyundai,Creta,86120,Diesel,Manual,1st owner,947000
5,KIA,SELTOS,29500,Petrol,Manual,1st owner,1350000
6,Hyundai,VENUE,79870,Diesel,Manual,3rd owner,670000
10,Ford,Ecosport,98260,Diesel,Manual,2nd owner,370000
3,Tata,Safari,91250,Diesel,Manual,1st owner,1450000
9,Ford,Endeavour,120000,Diesel,Auto,2nd owner,1450000
2,Hyundai,AURA,30800,Petrol,Manual,1st owner,800000
